Period,Institution,Catalogue,Throat,Latitude,Longitude,Zone,Population
1,iNat,72650306,3,28.94471,-109.255,A,1
0,MLZ,11294,1,28.7637,-109.635,A,1
0,MLZ,11295,2,28.7637,-109.635,A,1
1,iNat,11896468,1,28.76303,-109.635,A,1
1,iNat,67991251,1,28.36588,-109.422,A,1
1,iNat,39737243,3,27.52525,-109.245,A,2
1,iNat,42554570,1,27.48965,-109.772,A,2
1,iNat,42553665,4,27.48947,-109.772,A,2
1,iNat,37827883,1,27.26405,-107.913,A,2
1,iNat,37827882,1,27.26329,-107.913,A,2
1,iNat,41616098,5,27.25688,-107.912,A,2
1,iNat,6686243,4,27.10131,-108.717,A,2
1,iNat,36722983,1,27.09562,-108.709,A,2
1,iNat,36722972,1,27.09562,-108.709,A,2
1,iNat,11436742,3,27.05889,-108.678,A,2
1,iNat,3668445,1,27.0563,-108.681,A,2
1,iNat,11268727,1,27.05574,-108.684,A,2
1,iNat,11268729,4,27.05574,-108.684,A,2
1,iNat,11268732,1,27.05571,-108.683,A,2
1,iNat,11268726,1,27.05569,-108.684,A,2
1,iNat,11780398,1,27.05569,-108.684,A,2
1,iNat,12048005,1,27.05569,-108.683,A,2
1,iNat,11268725,2,27.05567,-108.684,A,2
1,iNat,11268724,4,27.05567,-108.684,A,2
1,iNat,12046257,4,27.04318,-108.734,A,2
1,iNat,12109089,4,27.02243,-108.74,A,2
0,WFVZ,1066,3,27.0202824,-108.618863,A,2
1,iNat,24643634,1,27.01757,-108.95,A,2
1,iNat,66727660,1,27.01682,-108.947,A,2
1,iNat,38714577,1,27.0163,-108.947,A,2
1,iNat,21025208,1,27.01537,-108.951,A,2
1,iNat,65449731,1,27.01503,-108.956,A,2
1,iNat,38325733,2,27.01203,-108.967,A,2
1,iNat,61902142,1,27.01151,-108.938,A,2
1,iNat,19566253,2,27.0107,-108.768,A,2
1,iNat,24807507,4,27.00424,-108.787,A,2
1,iNat,3667726,1,27.0033,-108.785,A,2
1,iNat,3667299,2,27.0033,-108.785,A,2
1,iNat,19478889,1,26.9993,-109.066,A,2
1,iNat,38837625,2,26.99801,-108.934,A,2
1,iNat,19566206,1,26.9824,-108.94,A,2
1,iNat,19566176,2,26.9824,-108.94,A,2
0,LACM,29779,2,26.9669543,-108.700534,A,2
1,iNat,747154,3,26.96408,-108.892,A,2
1,iNat,11441787,4,26.93927,-108.673,A,2
1,iNat,12063743,1,26.9387,-108.672,A,2
1,iNat,11821683,1,26.92646,-108.712,A,2
1,iNat,12109086,2,26.91717,-108.688,A,2
0,MLZ,11293,2,26.90293,-108.695,A,2
1,iNat,39103255,3,26.86334,-109.081,A,2
1,iNat,82889335,2,26.56936,-108.263,A,2
0,MLZ,11436,3,26.42985,-108.218,A,2
1,iNat,47305279,1,26.06134,-108.318,B,3
0,WFVZ,3954,1,25.6086701,-109.055535,B,3
0,MLZ,17387,2,25.36541,-107.55,B,3
0,MLZ,17388,1,25.36541,-107.55,B,3
1,iNat,10252957,1,25.29658,-107.713,B,3
0,MLZ,20066,1,25.12395,-106.686,B,3
0,MLZ,9480,4,25.08207,-108.056,B,3
1,iNat,82495578,1,25.05412,-107.553,B,3
1,iNat,82730589,2,25.05307,-107.551,B,3
1,iNat,85937377,1,25.04498,-107.549,B,3
1,iNat,65241406,1,25.04286,-107.543,B,3
1,iNat,68973009,1,25.03925,-107.544,B,3
1,iNat,65241438,1,25.03575,-107.543,B,3
1,iNat,82730756,2,25.03163,-107.542,B,3
1,iNat,44339657,1,25.03158,-107.542,B,3
1,iNat,74851477,1,25.03152,-107.542,B,3
1,iNat,68664095,1,25.03141,-107.543,B,3
1,iNat,70202672,2,25.03112,-107.542,B,3
1,iNat,78500015,1,25.03002,-107.537,B,3
1,iNat,59609159,2,25.02328,-107.527,B,3
1,iNat,59609160,2,25.02327,-107.527,B,3
1,iNat,44673688,2,25.01941,-107.534,B,3
1,iNat,44674615,2,25.0194,-107.534,B,3
1,iNat,74071986,1,25.01936,-107.535,B,3
1,iNat,74071980,1,25.01925,-107.535,B,3
1,iNat,38038586,2,25.01861,-107.541,B,3
0,LACM,18706,1,24.9120458,-107.513831,B,3
0,LACM,18707,1,24.9120458,-107.513831,B,3
0,LACM,18708,1,24.9120458,-107.513831,B,3
1,iNat,97921951,1,24.88576,-107.302,B,3
1,iNat,104100674,1,24.84131,-107.354,B,3
1,iNat,72317612,3,24.8375,-107.425,B,3
1,iNat,45184805,1,24.82378,-107.387,B,3
1,iNat,86507452,3,24.80819,-107.126,B,3
0,MLZ,19066,1,24.80737,-107.397,B,3
0,MLZ,5607,1,24.56948,-107.665,B,4
1,iNat,67103484,2,24.45142,-106.723,B,4
1,iNat,21707865,1,24.43514,-106.658,B,4
1,iNat,77297285,1,24.41364,-106.692,B,4
1,iNat,79349304,1,24.41359,-106.774,B,4
1,iNat,39781183,1,24.40419,-106.609,B,4
1,iNat,16618599,1,24.40402,-106.609,B,4
1,iNat,22261025,1,24.40402,-106.609,B,4
1,iNat,78159013,1,24.39888,-106.762,B,4
1,iNat,78164951,1,24.39846,-106.761,B,4
1,iNat,29887012,2,24.39785,-106.762,B,4
1,iNat,78239900,2,24.39778,-106.762,B,4
0,MLZ,16649,1,24.37444,-106.865,B,4
1,iNat,7466627,3,24.09071,-106.655,B,4
1,iNat,19548298,2,24.08812,-106.649,B,4
1,iNat,11434212,4,24.08472,-106.66,B,4
1,iNat,7041303,4,24.06723,-106.639,B,4
1,iNat,7041238,4,24.06629,-106.64,B,4
1,iNat,90687376,1,24.05905,-106.458,B,4
1,iNat,1897333,1,24.00131,-106.757,B,4
1,iNat,36208364,1,23.96985,-106.381,B,4
1,iNat,78776554,4,23.9501,-106.397,B,4
1,iNat,55301004,1,23.9442,-106.873,B,4
0,MLZ,18029,3,23.93931,-106.426,B,4
1,iNat,63989271,1,23.93357,-106.44,B,4
0,WFVZ,3940,2,23.9137523,-106.900484,B,4
1,iNat,77712824,1,23.90993,-106.349,B,4
1,iNat,77712309,1,23.90976,-106.349,B,4
1,iNat,42238997,1,23.89726,-106.323,B,4
1,iNat,49918623,1,23.89593,-106.324,B,4
1,iNat,44551100,1,23.89554,-106.326,B,4
1,iNat,42217335,2,23.89426,-106.328,B,4
1,iNat,42823217,1,23.89327,-106.33,B,4
1,iNat,41531700,1,23.89157,-106.33,B,4
1,iNat,43079962,1,23.89139,-106.33,B,4
1,iNat,44219440,2,23.89093,-106.325,B,4
1,iNat,41270796,3,23.88227,-106.326,B,4
1,iNat,41689940,3,23.8822,-106.326,B,4
1,iNat,102673102,2,23.84094,-106.41,B,4
1,iNat,105328327,1,23.83197,-106.661,B,4
1,iNat,5373957,4,23.79854,-106.469,B,4
1,iNat,77535057,1,23.79095,-106.598,B,4
1,iNat,48847256,2,23.78467,-106.291,B,4
1,iNat,37448108,1,23.7838,-106.36,B,4
1,iNat,45390348,1,23.78293,-106.229,B,4
1,iNat,5254974,1,23.78275,-106.862,B,4
1,iNat,42355410,1,23.76379,-106.393,B,4
1,iNat,72415450,1,23.76187,-106.247,B,4
1,iNat,48920111,3,23.75926,-106.372,B,4
1,iNat,49088050,1,23.75884,-106.302,B,4
1,iNat,24208330,2,23.74753,-106.233,B,4
1,iNat,37447714,3,23.74558,-106.266,B,4
1,iNat,42127714,1,23.7407,-106.201,B,4
1,iNat,37539258,4,23.73846,-106.216,B,4
1,iNat,72415456,1,23.73569,-106.314,B,4
1,iNat,27599126,1,23.72395,-106.257,B,4
1,iNat,66405917,1,23.72327,-106.257,B,4
1,iNat,66431351,1,23.72327,-106.257,B,4
1,iNat,66434061,1,23.72327,-106.257,B,4
1,iNat,54679356,1,23.71345,-106.355,B,4
1,iNat,37539630,4,23.71132,-106.266,B,4
1,iNat,81132589,1,23.71127,-106.216,B,4
1,iNat,47692024,1,23.70811,-106.366,B,4
1,iNat,40863737,1,23.70795,-106.309,B,4
1,iNat,41730491,1,23.70077,-106.218,B,4
1,iNat,71007745,2,23.69545,-106.343,B,4
1,iNat,77715307,2,23.69393,-106.593,B,4
1,iNat,42142459,1,23.68662,-106.368,B,4
1,iNat,1238160,1,23.68477,-106.591,B,4
1,iNat,78155512,1,23.68474,-106.591,B,4
1,iNat,9852502,1,23.68471,-106.591,B,4
1,iNat,78095765,1,23.6847,-106.591,B,4
1,iNat,77737526,1,23.68467,-106.591,B,4
1,iNat,78010908,2,23.68463,-106.593,B,4
1,iNat,77789129,2,23.68447,-106.596,B,4
1,iNat,14619012,2,23.67461,-106.599,B,4
1,iNat,9253564,2,23.6711,-106.606,B,4
1,iNat,39522454,1,23.65976,-106.319,B,4
1,iNat,38038270,1,23.65386,-106.676,B,4
1,iNat,80064964,4,23.65386,-106.676,B,4
1,iNat,37447647,2,23.65285,-106.298,B,4
1,iNat,44165528,1,23.64714,-106.235,B,4
1,iNat,24557768,1,23.64432,-106.231,B,4
1,iNat,24408499,1,23.64271,-106.378,B,4
1,iNat,19742443,5,23.64054,-106.366,B,4
1,iNat,24210429,4,23.6402,-106.366,B,4
1,iNat,48564120,1,23.63955,-106.319,B,4
1,iNat,21565726,1,23.63925,-106.361,B,4
1,iNat,24384285,1,23.63886,-106.359,B,4
1,iNat,39258975,1,23.63873,-106.359,B,4
1,iNat,38930820,2,23.63873,-106.359,B,4
1,iNat,49244102,1,23.63832,-106.237,B,4
1,iNat,24418729,1,23.63804,-106.366,B,4
1,iNat,23978101,1,23.63773,-106.375,B,4
1,iNat,38742695,1,23.63751,-106.374,B,4
1,iNat,24424275,1,23.63641,-106.369,B,4
1,iNat,45394124,4,23.63618,-106.351,B,4
1,iNat,38446435,3,23.63046,-106.256,B,4
1,iNat,52203482,1,23.62908,-106.328,B,4
1,iNat,38758883,4,23.62755,-106.221,B,4
1,iNat,68882550,1,23.62056,-106.767,B,4
1,iNat,38474918,3,23.62004,-106.233,B,4
1,iNat,24051596,1,23.6137,-106.333,B,4
1,iNat,24554398,1,23.61358,-106.333,B,4
1,iNat,24414041,2,23.61354,-106.333,B,4
1,iNat,24426450,1,23.61255,-106.335,B,4
1,iNat,24393120,2,23.61197,-106.334,B,4
1,iNat,42355924,2,23.6104,-106.383,B,4
1,iNat,38473564,2,23.60997,-106.289,B,4
1,iNat,47468986,2,23.60741,-106.219,B,4
1,iNat,39522530,1,23.60612,-106.366,B,4
1,iNat,44333768,1,23.6052,-106.217,B,4
1,iNat,48484505,1,23.60368,-106.354,B,4
1,iNat,47361425,2,23.60123,-106.329,B,4
1,iNat,10118823,1,23.60032,-106.713,B,4
1,iNat,38798852,1,23.59779,-106.558,B,4
1,iNat,9883387,5,23.59564,-106.725,B,4
1,iNat,9884071,2,23.58485,-106.694,B,4
1,iNat,24428098,1,23.58366,-106.329,B,4
1,iNat,7471968,1,23.58343,-106.693,B,4
1,iNat,7467047,1,23.56953,-106.615,B,4
1,iNat,19738891,1,23.55967,-106.326,B,4
1,iNat,70706839,1,23.55775,-106.468,B,4
1,iNat,39117330,1,23.55596,-106.471,B,4
0,MLZ,20308,1,23.53798,-106.183,B,4
1,iNat,24159211,1,23.51028,-106.59,B,4
1,iNat,24159212,1,23.51028,-106.59,B,4
1,iNat,39512155,1,23.50543,-106.546,B,4
0,MVZ,MVZ:Bird:116480,1,23.46889,-105.83417,B,4
0,WFVZ,49059,3,23.4621161,-105.81379,B,4
0,MVZ,MVZ:Bird:116479,1,23.42444,-105.9025,B,4
0,LACM,23899,1,23.3937789,-105.913792,B,4
0,LACM,23900,4,23.3937789,-105.913792,B,4
0,LACM,23901,1,23.3937789,-105.913792,B,4
0,LACM,23902,1,23.3937789,-105.913792,B,4
0,LACM,23903,1,23.3937789,-105.913792,B,4
1,iNat,20796345,1,23.37834,-105.918,B,4
1,iNat,104158296,1,23.3743,-105.916,B,4
1,iNat,38572761,5,23.37231,-106.38,B,4
1,iNat,7472654,1,23.36816,-105.97,B,4
1,iNat,71149579,1,23.35336,-106.424,B,4
0,DMNH,22600,1,23.3504507,-105.967133,B,4
0,DMNH,22601,3,23.3504507,-105.967133,B,4
0,DMNH,22602,1,23.3504507,-105.967133,B,4
1,iNat,19734606,1,23.33707,-105.949,B,4
1,iNat,24885427,1,23.33653,-106.455,B,4
1,iNat,67682306,4,23.31308,-106.477,C,5
1,iNat,71149574,1,23.30518,-106.42,C,5
1,iNat,77803389,4,23.30508,-106.437,C,5
1,iNat,24405515,3,23.30435,-106.482,C,5
1,iNat,77902570,4,23.30366,-106.441,C,5
1,iNat,64392298,2,23.30359,-106.44,C,5
1,iNat,12520310,1,23.30317,-106.437,C,5
1,iNat,17434845,1,23.30301,-106.435,C,5
1,iNat,17434848,1,23.30301,-106.435,C,5
1,iNat,68508467,1,23.30266,-106.439,C,5
1,iNat,17464539,2,23.3025,-106.44,C,5
1,iNat,40060838,1,23.3023,-106.424,C,5
1,iNat,7489487,1,23.30194,-106.018,C,5
1,iNat,40060770,5,23.30185,-106.425,C,5
1,iNat,63714371,1,23.30171,-106.442,C,5
1,iNat,6890984,1,23.30151,-106.44,C,5
1,iNat,22791551,2,23.30128,-106.442,C,5
1,iNat,69150368,1,23.30107,-106.441,C,5
1,iNat,24428025,2,23.30085,-106.441,C,5
1,iNat,68822509,1,23.30068,-106.439,C,5
1,iNat,97680372,1,23.30053,-106.438,C,5
1,iNat,25740746,1,23.3005,-106.442,C,5
1,iNat,22731508,2,23.30036,-106.444,C,5
1,iNat,76823099,1,23.30035,-106.444,C,5
1,iNat,4855651,1,23.30032,-106.442,C,5
1,iNat,68562748,1,23.30021,-106.439,C,5
1,iNat,77823317,1,23.30015,-106.441,C,5
1,iNat,24334040,2,23.30012,-106.438,C,5
1,iNat,66664245,1,23.3,-106.438,C,5
1,iNat,21605766,1,23.29997,-106.441,C,5
1,iNat,24403267,2,23.2998,-106.442,C,5
1,iNat,19538458,1,23.29971,-106.441,C,5
1,iNat,38931845,3,23.29965,-106.441,C,5
1,iNat,61413252,1,23.29962,-106.441,C,5
1,iNat,22174284,1,23.29958,-106.443,C,5
1,iNat,68527081,1,23.29957,-106.443,C,5
1,iNat,70585116,1,23.29957,-106.443,C,5
1,iNat,36073051,2,23.29957,-106.44,C,5
1,iNat,8786044,1,23.29956,-106.443,C,5
1,iNat,19541741,1,23.29956,-106.443,C,5
1,iNat,19765925,1,23.29956,-106.443,C,5
1,iNat,19765927,1,23.29956,-106.443,C,5
1,iNat,24245974,1,23.29956,-106.443,C,5
1,iNat,47862015,1,23.29956,-106.443,C,5
1,iNat,48975903,1,23.29956,-106.443,C,5
1,iNat,61317668,1,23.29956,-106.443,C,5
1,iNat,63711371,1,23.29956,-106.443,C,5
1,iNat,78259831,1,23.29956,-106.443,C,5
1,iNat,79403306,1,23.29956,-106.443,C,5
1,iNat,8553492,2,23.29956,-106.443,C,5
1,iNat,24248906,2,23.29956,-106.443,C,5
1,iNat,24303784,2,23.29956,-106.443,C,5
1,iNat,54554738,2,23.29956,-106.443,C,5
1,iNat,77662645,2,23.29956,-106.443,C,5
1,iNat,23302132,3,23.29956,-106.443,C,5
1,iNat,24303780,3,23.29956,-106.443,C,5
1,iNat,54554685,3,23.29956,-106.443,C,5
1,iNat,79415424,1,23.29955,-106.442,C,5
1,iNat,79415428,1,23.29955,-106.442,C,5
1,iNat,79428731,1,23.2995,-106.442,C,5
1,iNat,56341514,2,23.29949,-106.442,C,5
1,iNat,25962402,3,23.29948,-106.442,C,5
1,iNat,20975960,1,23.29947,-106.441,C,5
1,iNat,12016086,1,23.29944,-106.441,C,5
1,iNat,29964903,3,23.29944,-106.442,C,5
1,iNat,38487479,1,23.29942,-106.441,C,5
1,iNat,66481979,1,23.29942,-106.442,C,5
1,iNat,76060157,1,23.29942,-106.443,C,5
1,iNat,9997740,2,23.29942,-106.442,C,5
1,iNat,65482351,2,23.29942,-106.442,C,5
1,iNat,399265,1,23.29941,-106.444,C,5
1,iNat,75477839,1,23.29941,-106.443,C,5
1,iNat,4411198,2,23.2994,-106.443,C,5
1,iNat,38487457,1,23.29939,-106.441,C,5
1,iNat,10102542,1,23.29938,-106.441,C,5
1,iNat,12496986,1,23.29937,-106.44,C,5
1,iNat,25852439,3,23.29936,-106.441,C,5
1,iNat,35180235,1,23.29935,-106.442,C,5
1,iNat,66476480,1,23.29935,-106.442,C,5
1,iNat,66476486,1,23.29935,-106.442,C,5
1,iNat,38578764,2,23.29931,-106.443,C,5
1,iNat,605920,1,23.2993,-106.443,C,5
1,iNat,10149733,1,23.2993,-106.442,C,5
1,iNat,14420063,1,23.2993,-106.441,C,5
1,iNat,6108299,2,23.2993,-106.441,C,5
1,iNat,24336072,1,23.29928,-106.439,C,5
1,iNat,66396897,1,23.29928,-106.442,C,5
1,iNat,5140097,2,23.29928,-106.441,C,5
1,iNat,479826,4,23.29928,-106.441,C,5
1,iNat,1431187,1,23.29926,-106.441,C,5
1,iNat,524296,4,23.29926,-106.441,C,5
1,iNat,77621295,1,23.29923,-106.441,C,5
1,iNat,15311234,1,23.29922,-106.441,C,5
1,iNat,18600659,3,23.29922,-106.441,C,5
1,iNat,6421949,3,23.2992,-106.441,C,5
1,iNat,652532,1,23.29918,-106.443,C,5
1,iNat,429178,2,23.29918,-106.441,C,5
1,iNat,4235753,2,23.29915,-106.441,C,5
1,iNat,6418120,1,23.29914,-106.441,C,5
1,iNat,6422328,1,23.29913,-106.441,C,5
1,iNat,12494417,1,23.29913,-106.441,C,5
1,iNat,66468622,1,23.29913,-106.442,C,5
1,iNat,24474779,2,23.29913,-106.441,C,5
1,iNat,24422188,1,23.2991,-106.441,C,5
1,iNat,22171645,1,23.29909,-106.441,C,5
1,iNat,1710458,1,23.29908,-106.441,C,5
1,iNat,12485820,1,23.29908,-106.441,C,5
1,iNat,30334151,3,23.29906,-106.442,C,5
1,iNat,1710459,1,23.29905,-106.441,C,5
1,iNat,4174656,1,23.29904,-106.441,C,5
1,iNat,898792,1,23.299,-106.443,C,5
1,iNat,1146894,1,23.299,-106.443,C,5
1,iNat,1746581,1,23.299,-106.443,C,5
1,iNat,1854616,1,23.299,-106.443,C,5
1,iNat,2314364,1,23.299,-106.443,C,5
1,iNat,2458768,1,23.299,-106.443,C,5
1,iNat,2490149,1,23.299,-106.443,C,5
1,iNat,2499750,1,23.299,-106.443,C,5
1,iNat,2596871,1,23.299,-106.443,C,5
1,iNat,4879286,1,23.299,-106.443,C,5
1,iNat,5515181,1,23.299,-106.443,C,5
1,iNat,5914142,1,23.299,-106.443,C,5
1,iNat,6000628,1,23.299,-106.443,C,5
1,iNat,6461785,1,23.299,-106.443,C,5
1,iNat,7897888,1,23.299,-106.443,C,5
1,iNat,19363137,1,23.299,-106.443,C,5
1,iNat,21541483,1,23.299,-106.443,C,5
1,iNat,22905142,1,23.299,-106.443,C,5
1,iNat,29237354,1,23.299,-106.443,C,5
1,iNat,75954362,1,23.299,-106.443,C,5
1,iNat,1392562,2,23.299,-106.443,C,5
1,iNat,2817317,2,23.299,-106.443,C,5
1,iNat,1052232,3,23.299,-106.443,C,5
1,iNat,1183263,3,23.299,-106.443,C,5
1,iNat,1221277,3,23.299,-106.443,C,5
1,iNat,1291174,3,23.299,-106.443,C,5
1,iNat,4315289,3,23.299,-106.443,C,5
1,iNat,9980147,3,23.299,-106.443,C,5
1,iNat,6422323,1,23.29899,-106.44,C,5
1,iNat,37828410,1,23.29895,-106.442,C,5
1,iNat,37828443,3,23.29895,-106.442,C,5
1,iNat,3664838,1,23.29891,-106.441,C,5
1,iNat,2757059,1,23.2989,-106.441,C,5
1,iNat,12501440,1,23.29885,-106.442,C,5
1,iNat,12504588,1,23.29885,-106.442,C,5
1,iNat,12505714,4,23.29885,-106.442,C,5
1,iNat,36065777,1,23.29882,-106.441,C,5
1,iNat,37844615,3,23.29871,-106.443,C,5
1,iNat,17666233,1,23.29842,-106.442,C,5
1,iNat,89704474,1,23.29826,-106.444,C,5
1,iNat,24385995,3,23.29817,-106.442,C,5
1,iNat,24389346,2,23.29799,-106.443,C,5
1,iNat,89509113,1,23.29784,-106.444,C,5
1,iNat,71672368,1,23.29555,-106.433,C,5
1,iNat,7471993,3,23.28853,-106.367,C,5
0,DMNH,53289,1,23.2837833,-106.133796,C,5
1,iNat,23558689,3,23.24941,-106.411,C,5
1,iNat,10710710,2,23.24166,-106.27,C,5
1,iNat,81919493,1,23.2399,-105.919,C,5
0,LACM,83673,3,23.2354554,-106.148796,C,5
1,iNat,9031715,5,23.23241,-106.279,C,5
0,LACM,83672,1,23.2187854,-106.415471,C,5
0,MLZ,9931,1,23.06762,-105.605,C,5
0,MLZ,30855,3,23.0597,-105.854,C,5
1,iNat,26565084,1,23.02083,-105.854,C,5
1,iNat,45287163,1,22.88216,-105.355,C,5
1,iNat,71720186,1,22.8786,-105.78,C,5
1,iNat,7468218,1,22.87561,-105.796,C,5
1,iNat,27223978,3,22.77832,-105.943,C,5
1,iNat,98852522,1,22.77246,-105.932,C,5
1,iNat,98852523,2,22.77104,-105.928,C,5
1,iNat,17016745,1,22.77058,-105.906,C,5
1,iNat,99299877,1,22.77023,-105.922,C,5
1,iNat,117551005,1,22.75515,-105.9,C,5
1,iNat,117551006,1,22.75515,-105.9,C,5
0,MLZ,12933,2,22.73221,-105.534,C,5
0,MLZ,12934,1,22.73221,-105.534,C,5
0,MLZ,58494,2,22.42289,-105.349,C,5
0,MLZ,58658,2,22.42289,-105.349,C,5
0,DMNH,53290,2,22.3955556,-105.3638889,C,5
1,iNat,66171139,4,22.25572,-104.82,C,5
1,iNat,76313606,4,22.22272,-105.327,C,5
1,iNat,100195633,1,22.13389,-103.584,C,5
1,iNat,70341171,1,21.89352,-105.059,C,5
1,iNat,102883223,4,21.76009,-105.066,C,6
0,MVZ,MVZ:Bird:142281,4,21.7452289,-105.0794911,C,6
0,MLZ,67266,1,21.72093,-105.143,C,6
1,iNat,13497395,3,21.70774,-104.554,C,6
0,MVZ,MVZ:Bird:94780,2,21.70258441,-105.20639,C,6
1,iNat,55189682,3,21.68594,-105.052,C,6
1,iNat,33921353,2,21.57505,-104.899,C,6
1,iNat,40609053,1,21.57222,-105.06,C,6
1,iNat,41956448,1,21.57222,-105.06,C,6
1,iNat,46555422,1,21.57222,-105.06,C,6
1,iNat,48608547,2,21.57222,-105.06,C,6
1,iNat,41885280,3,21.57222,-105.06,C,6
1,iNat,32136758,1,21.56703,-105.084,C,6
1,iNat,18668976,1,21.56272,-105.08,C,6
1,iNat,69013283,1,21.54903,-105.06,C,6
0,MVZ,MVZ:Bird:142282,1,21.53944,-105.2125226,C,6
0,MVZ,MVZ:Bird:142283,1,21.53944,-105.2125226,C,6
0,MVZ,MVZ:Bird:142284,1,21.53944,-105.2125226,C,6
0,MVZ,MVZ:Bird:142285,1,21.53944,-105.2125226,C,6
0,MVZ,MVZ:Bird:142286,1,21.53944,-105.2561771,C,6
0,WFVZ,1975,1,21.5338682,-105.125439,C,6
0,WFVZ,1976,1,21.5338682,-105.125439,C,6
0,WFVZ,1977,4,21.5338682,-105.125439,C,6
0,WFVZ,3955,1,21.5338677,-105.287113,C,6
1,iNat,40568755,1,21.53081,-105.216,C,6
1,iNat,2931320,1,21.52999,-105.205,C,6
1,iNat,37550237,5,21.52475,-104.499,C,6
1,iNat,1806097,1,21.51085,-105.142,C,6
1,iNat,93045794,1,21.50733,-104.92,C,6
1,iNat,90041705,1,21.50679,-104.92,C,6
1,iNat,6232259,1,21.50389,-105.158,C,6
0,MLZ,21428,1,21.5008,-104.889,C,6
1,iNat,39913830,3,21.4941,-105.17,C,6
1,iNat,5087974,1,21.48614,-105.168,C,6
1,iNat,35520241,2,21.48276,-104.988,C,6
1,iNat,19856659,4,21.46324,-105.179,C,6
1,iNat,65893885,3,21.37976,-104.568,C,6
1,iNat,70942479,1,21.37863,-104.572,C,6
0,MVZ,MVZ:Bird:131533,1,21.34149233,-104.89389,C,6
1,iNat,14274833,1,21.30824,-104.818,C,6
1,iNat,39689768,1,21.30322,-104.671,C,6
1,iNat,26968491,5,21.29899,-100.509,C,6
1,iNat,79743049,1,21.27819,-100.509,C,6
0,MLZ,54077,1,21.25661,-104.646,C,6
0,MLZ,54078,1,21.25661,-104.646,C,6
1,iNat,9607004,2,21.23962,-104.964,C,6
1,iNat,68964690,4,21.17853,-105.222,C,6
0,MLZ,28594,3,21.16598,-105.224,C,6
1,iNat,30377205,1,21.13953,-105.215,C,6
1,iNat,6256198,1,21.13755,-104.921,C,6
1,iNat,84275436,3,21.12527,-105.236,C,6
1,iNat,22202682,3,21.00226,-105.312,C,6
1,iNat,33727006,1,20.92592,-104.994,C,6
1,iNat,37476946,4,20.92047,-105.405,C,6
1,iNat,87849498,2,20.91721,-105.406,C,6
1,iNat,166416,1,20.91438,-105.408,C,6
1,iNat,78086278,3,20.91193,-103.819,C,6
1,iNat,171319,1,20.91134,-105.41,C,6
1,iNat,71303986,5,20.9097,-105.412,C,6
1,iNat,10493147,5,20.90388,-103.715,C,6
1,iNat,5263130,3,20.90289,-105.406,C,6
1,iNat,4974868,3,20.90179,-105.407,C,6
1,iNat,21525082,1,20.90166,-105.415,C,6
1,iNat,5429446,2,20.89658,-105.409,C,6
1,iNat,6757014,3,20.89658,-105.409,C,6
1,iNat,5283826,2,20.89376,-105.406,C,6
1,iNat,5283949,1,20.89141,-105.398,C,6
1,iNat,4667137,1,20.88884,-105.399,C,6
1,iNat,75994057,2,20.88786,-105.42,C,6
1,iNat,68519810,1,20.88645,-105.39,C,6
1,iNat,68684302,1,20.88447,-103.845,C,6
1,iNat,69842868,5,20.88386,-103.845,C,6
1,iNat,88592829,2,20.88341,-105.418,C,6
1,iNat,70403518,5,20.88302,-103.846,C,6
1,iNat,8590548,3,20.88202,-103.847,C,6
1,iNat,102412868,1,20.87058,-105.438,C,6
1,iNat,1539003,1,20.86908,-105.419,C,6
1,iNat,2747779,1,20.86889,-105.441,C,6
1,iNat,6459946,1,20.86889,-105.441,C,6
1,iNat,6459947,1,20.86889,-105.441,C,6
1,iNat,15373761,1,20.86889,-105.441,C,6
1,iNat,6449044,1,20.86799,-105.442,C,6
1,iNat,4672272,5,20.86686,-105.482,C,6
1,iNat,72368864,1,20.86651,-105.441,C,6
1,iNat,752861,3,20.84213,-105.454,C,6
1,iNat,23448186,3,20.82947,-105.561,C,6
1,iNat,19063020,1,20.82887,-102.963,C,6
1,iNat,24662174,1,20.82865,-102.966,C,6
1,iNat,468156,2,20.82436,-105.389,C,6
1,iNat,103604782,3,20.81906,-104.981,C,6
1,iNat,77519476,1,20.8089,-105.077,C,6
1,iNat,99220202,3,20.80084,-105.34,C,6
0,MVZ,MVZ:Bird:142290,1,20.79893,-103.345119,C,6
1,iNat,5653199,1,20.79463,-105.428,C,6
1,iNat,67555878,3,20.77067,-105.517,C,6
1,iNat,75450334,1,20.76955,-105.451,C,6
1,iNat,607594,5,20.76445,-105.371,C,6
1,iNat,27482756,1,20.75119,-104.108,C,6
1,iNat,6080731,1,20.74574,-103.887,C,6
1,iNat,12183711,5,20.74151,-103.31,C,6
1,iNat,12734078,1,20.727,-104.009,C,6
1,iNat,9074209,1,20.72682,-104.032,C,6
1,iNat,1133816,1,20.7262,-103.291,C,6
1,iNat,74704890,1,20.72589,-104.015,C,6
1,iNat,11445153,1,20.72547,-104.014,C,6
1,iNat,12734087,3,20.7223,-104.02,C,6
1,iNat,3289150,1,20.71453,-104.03,C,6
1,iNat,41017183,1,20.71442,-104.03,C,6
1,iNat,4579171,1,20.71301,-104.038,C,6
1,iNat,41017188,1,20.71169,-104.029,C,6
1,iNat,41016972,1,20.70982,-104.027,C,6
1,iNat,2980529,2,20.70937,-104.027,C,6
1,iNat,6786189,1,20.70866,-104.039,C,6
1,iNat,5536295,5,20.70817,-103.397,C,6
0,MVZ,MVZ:Bird:142287,2,20.7058,-103.283,C,6
