Period,Institution,Catalogue,Throat,Latitude,Longitude,Zone,Population
1,iNat,5749484,5,15.77649,-96.1057,E,10
1,iNat,5749485,5,15.77649,-96.1057,E,10
1,iNat,5749486,5,15.77649,-96.1057,E,10
1,iNat,5749487,5,15.77649,-96.1057,E,10
1,iNat,5749498,5,15.77649,-96.1057,E,10
1,iNat,5749504,5,15.77649,-96.1057,E,10
1,iNat,5749593,5,15.77649,-96.1057,E,10
1,iNat,17945770,5,15.77635,-96.0964,E,10
1,iNat,5900377,5,15.77622,-96.1067,E,10
1,iNat,32592056,5,15.77589,-96.1126,E,10
1,iNat,12069775,5,15.77581,-96.1081,E,10
1,iNat,12069807,5,15.77581,-96.1081,E,10
1,iNat,12069858,5,15.77581,-96.1081,E,10
1,iNat,12069908,5,15.77581,-96.1081,E,10
1,iNat,5449838,5,15.77573,-96.0981,E,10
1,iNat,48249346,5,15.77537,-96.1059,E,10
1,iNat,65118918,5,15.77514,-96.0968,E,10
1,iNat,65425566,5,15.77507,-96.0934,E,10
1,iNat,7873678,5,15.775,-96.0981,E,10
1,iNat,12560256,5,15.775,-96.0981,E,10
1,iNat,12560257,5,15.775,-96.0981,E,10
1,iNat,17221781,5,15.775,-96.0981,E,10
1,iNat,21470834,5,15.775,-96.0981,E,10
1,iNat,21470845,5,15.775,-96.0981,E,10
1,iNat,21470853,5,15.775,-96.0981,E,10
1,iNat,5202334,5,15.77486,-96.0996,E,10
1,iNat,67672264,5,15.77467,-96.1014,E,10
1,iNat,17223761,5,15.77466,-96.1003,E,10
1,iNat,21862204,5,15.77433,-96.0948,E,10
1,iNat,20742068,5,15.77341,-96.1066,E,10
1,iNat,4890349,5,15.77332,-96.1017,E,10
1,iNat,9543075,5,15.7721,-96.1146,E,10
1,iNat,21028492,5,15.77209,-96.1074,E,10
1,iNat,21028494,5,15.77209,-96.1074,E,10
1,iNat,21028495,5,15.77209,-96.1074,E,10
1,iNat,21028502,5,15.77209,-96.1074,E,10
1,iNat,1292586,5,15.77188,-96.1365,E,10
1,iNat,5811037,5,15.77184,-96.1117,E,10
1,iNat,26763078,5,15.77178,-96.0986,E,10
1,iNat,5576908,5,15.77151,-96.125,E,10
1,iNat,5576930,5,15.77151,-96.125,E,10
1,iNat,5576931,5,15.77151,-96.125,E,10
1,iNat,5576945,5,15.77151,-96.125,E,10
1,iNat,5576957,5,15.77151,-96.125,E,10
1,iNat,14213261,5,15.77151,-96.1194,E,10
1,iNat,37048850,5,15.77137,-96.1023,E,10
1,iNat,9339377,4,15.77118,-96.1113,E,10
1,iNat,17571421,5,15.77098,-96.1025,E,10
1,iNat,9277872,5,15.77075,-96.1349,E,10
1,iNat,111988426,5,15.77074,-96.1327,E,10
1,iNat,1262600,5,15.77071,-96.1341,E,10
1,iNat,5606313,5,15.77068,-96.1252,E,10
1,iNat,5606322,5,15.77068,-96.1252,E,10
1,iNat,5606343,5,15.77068,-96.1252,E,10
1,iNat,5606348,5,15.77068,-96.1252,E,10
1,iNat,40337286,5,15.77067,-96.4469,E,10
1,iNat,40337287,5,15.77067,-96.4469,E,10
1,iNat,41636576,5,15.77067,-96.4469,E,10
1,iNat,7973903,5,15.77057,-96.1005,E,10
1,iNat,7973919,5,15.77057,-96.1005,E,10
1,iNat,40318304,5,15.77055,-96.4442,E,10
1,iNat,40318576,5,15.77055,-96.4442,E,10
1,iNat,6082629,5,15.77052,-96.1254,E,10
1,iNat,6082631,5,15.77052,-96.1254,E,10
1,iNat,6082637,5,15.77052,-96.1254,E,10
1,iNat,6082652,5,15.77052,-96.1254,E,10
1,iNat,5924009,5,15.77045,-96.1383,E,10
1,iNat,5924035,5,15.77045,-96.1383,E,10
1,iNat,5924048,5,15.77045,-96.1383,E,10
1,iNat,18023247,5,15.77044,-96.1124,E,10
1,iNat,26086011,5,15.77044,-96.1145,E,10
1,iNat,26086012,5,15.77044,-96.1145,E,10
1,iNat,83344122,5,15.7701,-96.1945,E,10
1,iNat,17370250,5,15.77002,-96.108,E,10
1,iNat,17370253,5,15.77002,-96.108,E,10
1,iNat,21502031,5,15.76995,-96.134,E,10
1,iNat,21502034,5,15.76995,-96.134,E,10
1,iNat,10208049,5,15.76991,-96.1957,E,10
1,iNat,5449808,5,15.76953,-96.1348,E,10
1,iNat,10216375,5,15.76935,-96.1938,E,10
1,iNat,5926414,5,15.76924,-96.1351,E,10
1,iNat,6512272,5,15.76924,-96.1351,E,10
1,iNat,72703776,5,15.76923,-92.7779,E,10
1,iNat,5228186,5,15.7692,-96.1341,E,10
1,iNat,5228187,5,15.7692,-96.1341,E,10
1,iNat,5228191,5,15.7692,-96.1341,E,10
1,iNat,5228192,5,15.7692,-96.1341,E,10
1,iNat,5228193,5,15.7692,-96.1341,E,10
1,iNat,5228195,5,15.7692,-96.1341,E,10
1,iNat,5228196,5,15.7692,-96.1341,E,10
1,iNat,5228197,5,15.7692,-96.1341,E,10
1,iNat,5228200,5,15.7692,-96.1341,E,10
1,iNat,5228201,5,15.7692,-96.1341,E,10
1,iNat,5228203,5,15.7692,-96.1341,E,10
1,iNat,5228204,5,15.7692,-96.1341,E,10
1,iNat,5228205,5,15.7692,-96.1341,E,10
1,iNat,5228207,5,15.7692,-96.1341,E,10
1,iNat,5228208,5,15.7692,-96.1341,E,10
1,iNat,5228209,5,15.7692,-96.1341,E,10
1,iNat,5228210,5,15.7692,-96.1341,E,10
1,iNat,5228211,5,15.7692,-96.1341,E,10
1,iNat,5228212,5,15.7692,-96.1341,E,10
1,iNat,5228214,5,15.7692,-96.1341,E,10
1,iNat,5228215,5,15.7692,-96.1341,E,10
1,iNat,5228216,5,15.7692,-96.1341,E,10
1,iNat,5228217,5,15.7692,-96.1341,E,10
1,iNat,5303874,5,15.7692,-96.1341,E,10
1,iNat,5539996,5,15.7692,-96.1341,E,10
1,iNat,5565617,5,15.7692,-96.1341,E,10
1,iNat,5565623,5,15.7692,-96.1341,E,10
1,iNat,5750619,5,15.7692,-96.1341,E,10
1,iNat,5750759,5,15.7692,-96.1341,E,10
1,iNat,5867913,5,15.7692,-96.1226,E,10
1,iNat,5960684,5,15.7692,-96.1299,E,10
1,iNat,5960690,5,15.7692,-96.1299,E,10
1,iNat,5960737,5,15.7692,-96.1299,E,10
1,iNat,6065822,5,15.7692,-96.1341,E,10
1,iNat,6065851,5,15.7692,-96.1341,E,10
1,iNat,6105537,5,15.7692,-96.1341,E,10
1,iNat,6105554,5,15.7692,-96.1341,E,10
1,iNat,6105571,5,15.7692,-96.1341,E,10
1,iNat,6105572,5,15.7692,-96.1341,E,10
1,iNat,6155737,5,15.7692,-96.1341,E,10
1,iNat,6155739,5,15.7692,-96.1341,E,10
1,iNat,6163265,5,15.7692,-96.1341,E,10
1,iNat,6163298,5,15.7692,-96.1341,E,10
1,iNat,6163369,5,15.7692,-96.1341,E,10
1,iNat,6163371,5,15.7692,-96.1341,E,10
1,iNat,6163375,5,15.7692,-96.1341,E,10
1,iNat,6163382,5,15.7692,-96.1341,E,10
1,iNat,6163391,5,15.7692,-96.1341,E,10
1,iNat,6226484,5,15.7692,-96.1341,E,10
1,iNat,6226611,5,15.7692,-96.1341,E,10
1,iNat,6610177,5,15.7692,-96.1341,E,10
1,iNat,7654834,5,15.7692,-96.1341,E,10
1,iNat,7654850,5,15.7692,-96.1341,E,10
1,iNat,7654856,5,15.7692,-96.1341,E,10
1,iNat,7951789,5,15.7692,-96.1341,E,10
1,iNat,8261952,5,15.7692,-96.1341,E,10
1,iNat,9444679,5,15.7692,-96.1341,E,10
1,iNat,9687738,5,15.7692,-96.1341,E,10
1,iNat,9687777,5,15.7692,-96.1341,E,10
1,iNat,9687791,5,15.7692,-96.1341,E,10
1,iNat,9687795,5,15.7692,-96.1341,E,10
1,iNat,9687839,5,15.7692,-96.1341,E,10
1,iNat,10129090,5,15.7692,-96.1341,E,10
1,iNat,10129122,5,15.7692,-96.1341,E,10
1,iNat,10129125,5,15.7692,-96.1341,E,10
1,iNat,10129142,5,15.7692,-96.1341,E,10
1,iNat,10355226,5,15.7692,-96.1341,E,10
1,iNat,10355267,5,15.7692,-96.1341,E,10
1,iNat,10355297,5,15.7692,-96.1341,E,10
1,iNat,10355304,5,15.7692,-96.1341,E,10
1,iNat,12018521,5,15.7692,-96.1341,E,10
1,iNat,12018724,5,15.7692,-96.1341,E,10
1,iNat,12018739,5,15.7692,-96.1341,E,10
1,iNat,12018742,5,15.7692,-96.1341,E,10
1,iNat,12018750,5,15.7692,-96.1341,E,10
1,iNat,12018752,5,15.7692,-96.1341,E,10
1,iNat,12018894,5,15.7692,-96.1341,E,10
1,iNat,12560865,5,15.7692,-96.1341,E,10
1,iNat,12560873,5,15.7692,-96.1341,E,10
1,iNat,15240393,5,15.7692,-96.1341,E,10
1,iNat,15240990,5,15.7692,-96.1341,E,10
1,iNat,15240997,5,15.7692,-96.1341,E,10
1,iNat,17221207,5,15.7692,-96.1341,E,10
1,iNat,18184955,5,15.7692,-96.1341,E,10
1,iNat,19208958,5,15.7692,-96.1341,E,10
1,iNat,20159282,5,15.7692,-96.1341,E,10
1,iNat,20159291,5,15.7692,-96.1341,E,10
1,iNat,20159296,5,15.7692,-96.1341,E,10
1,iNat,20159303,5,15.7692,-96.1341,E,10
1,iNat,20159311,5,15.7692,-96.1341,E,10
1,iNat,25950151,5,15.7692,-96.1341,E,10
1,iNat,25950158,5,15.7692,-96.1341,E,10
1,iNat,28027669,5,15.7692,-96.1341,E,10
1,iNat,28027678,5,15.7692,-96.1341,E,10
1,iNat,28067721,5,15.7692,-96.1341,E,10
1,iNat,36738423,5,15.7692,-96.1341,E,10
1,iNat,39561478,5,15.7692,-96.1341,E,10
1,iNat,6539498,5,15.76918,-96.1346,E,10
1,iNat,6539499,5,15.76918,-96.1346,E,10
1,iNat,21722024,5,15.76911,-96.1129,E,10
1,iNat,21722131,5,15.76911,-96.1129,E,10
1,iNat,21722144,5,15.76911,-96.1129,E,10
1,iNat,21722156,5,15.76911,-96.1129,E,10
1,iNat,21029033,5,15.76903,-96.1076,E,10
1,iNat,41128022,5,15.76882,-96.1319,E,10
1,iNat,20916745,5,15.76862,-96.1139,E,10
1,iNat,20916756,5,15.76862,-96.1139,E,10
1,iNat,20916759,5,15.76862,-96.1139,E,10
1,iNat,20916810,5,15.76862,-96.1139,E,10
1,iNat,42374375,5,15.7686,-96.1296,E,10
1,iNat,20742446,5,15.76845,-96.1215,E,10
1,iNat,20742452,5,15.76845,-96.1215,E,10
1,iNat,20742457,5,15.76845,-96.1215,E,10
1,iNat,20742458,5,15.76845,-96.1215,E,10
1,iNat,34436049,5,15.76842,-96.1354,E,10
1,iNat,57217172,5,15.7683,-96.129,E,10
1,iNat,13713231,5,15.76819,-96.1865,E,10
1,iNat,9059026,5,15.7676,-96.1224,E,10
1,iNat,89823203,5,15.7675,-96.1339,E,10
1,iNat,98664428,5,15.76746,-96.1216,E,10
1,iNat,6174176,5,15.76738,-96.1341,E,10
1,iNat,6174182,5,15.76738,-96.1341,E,10
1,iNat,6174255,5,15.76738,-96.1341,E,10
1,iNat,44144909,5,15.76711,-96.1348,E,10
1,iNat,22694388,5,15.76705,-96.1176,E,10
1,iNat,9480294,5,15.76702,-96.1239,E,10
1,iNat,42246716,5,15.76675,-96.1036,E,10
1,iNat,38952633,5,15.76671,-96.1149,E,10
1,iNat,38952632,5,15.76665,-96.1151,E,10
1,iNat,78532958,5,15.76658,-96.1591,E,10
1,iNat,6186424,5,15.76648,-96.1129,E,10
1,iNat,6186425,5,15.76648,-96.1129,E,10
1,iNat,6186426,5,15.76648,-96.1129,E,10
1,iNat,70554512,5,15.76642,-96.1351,E,10
1,iNat,5208714,5,15.76599,-96.1006,E,10
1,iNat,5413813,5,15.76589,-96.1362,E,10
1,iNat,17884932,5,15.76588,-96.1,E,10
1,iNat,9540363,5,15.76515,-96.1202,E,10
1,iNat,7223417,5,15.76502,-96.1386,E,10
1,iNat,89004114,5,15.76494,-96.1388,E,10
1,iNat,72551707,5,15.76465,-96.0991,E,10
1,iNat,69878845,5,15.76463,-96.0979,E,10
1,iNat,19397500,5,15.76446,-96.1245,E,10
1,iNat,28899487,5,15.76432,-96.1246,E,10
1,iNat,77894707,5,15.76425,-96.1131,E,10
1,iNat,24298665,5,15.76416,-96.1135,E,10
1,iNat,24298673,5,15.76416,-96.1135,E,10
1,iNat,24298693,5,15.76416,-96.1135,E,10
1,iNat,49608045,5,15.76416,-96.1255,E,10
1,iNat,5376004,5,15.76393,-96.1218,E,10
1,iNat,5376005,5,15.76393,-96.1218,E,10
1,iNat,1388377,5,15.76388,-96.126,E,10
1,iNat,13583434,5,15.76376,-96.1326,E,10
1,iNat,22694391,5,15.76365,-96.1119,E,10
1,iNat,22694395,5,15.76365,-96.1119,E,10
1,iNat,4872298,5,15.76363,-96.0974,E,10
1,iNat,74542212,5,15.76361,-96.1351,E,10
1,iNat,6250430,5,15.7636,-96.1401,E,10
1,iNat,6649239,5,15.7636,-96.1401,E,10
1,iNat,21444273,5,15.76358,-96.1283,E,10
1,iNat,21444284,5,15.76358,-96.1283,E,10
1,iNat,69802146,5,15.76353,-96.1121,E,10
1,iNat,69802149,5,15.76353,-96.1121,E,10
1,iNat,70175540,5,15.76353,-96.0986,E,10
1,iNat,65727445,5,15.76344,-96.1124,E,10
1,iNat,65727446,5,15.76344,-96.1124,E,10
1,iNat,9695080,5,15.76341,-96.1119,E,10
1,iNat,9695095,5,15.76341,-96.1119,E,10
1,iNat,9695097,5,15.76341,-96.1119,E,10
1,iNat,22798156,5,15.76339,-96.0981,E,10
1,iNat,12759584,5,15.76326,-96.1126,E,10
1,iNat,103500644,5,15.76309,-96.1433,E,10
1,iNat,19217550,5,15.763,-96.1127,E,10
1,iNat,19217551,5,15.763,-96.1127,E,10
1,iNat,4471974,5,15.76276,-96.1412,E,10
1,iNat,19217552,5,15.76276,-96.1127,E,10
1,iNat,21489290,5,15.76242,-96.1212,E,10
1,iNat,4890310,5,15.76223,-96.0989,E,10
1,iNat,72036653,5,15.76202,-96.1238,E,10
1,iNat,5524206,5,15.76198,-96.1242,E,10
1,iNat,5524207,5,15.76198,-96.1242,E,10
1,iNat,5524208,5,15.76198,-96.1242,E,10
1,iNat,42146810,5,15.76183,-96.1378,E,10
1,iNat,70718453,5,15.76173,-96.1381,E,10
1,iNat,71230254,5,15.76172,-96.138,E,10
1,iNat,68587053,5,15.76166,-96.138,E,10
1,iNat,64944440,5,15.76148,-96.124,E,10
1,iNat,71585878,5,15.76127,-96.1241,E,10
1,iNat,59350695,5,15.76124,-96.1233,E,10
1,iNat,15096711,5,15.76121,-96.1004,E,10
1,iNat,8526379,5,15.7607,-96.1237,E,10
1,iNat,103324259,5,15.75949,-96.1338,E,10
1,iNat,10485423,5,15.75814,-96.1333,E,10
1,iNat,52821230,5,15.75793,-96.1333,E,10
1,iNat,72454375,5,15.75566,-96.1455,E,10
1,iNat,5449831,5,15.75541,-96.1438,E,10
1,iNat,5449823,5,15.75525,-96.1426,E,10
1,iNat,26035251,5,15.75474,-96.1314,E,10
1,iNat,4377671,5,15.75471,-96.1291,E,10
1,iNat,106476359,5,15.75471,-96.15,E,10
1,iNat,36815114,5,15.75434,-96.1325,E,10
1,iNat,19341264,5,15.75427,-96.4668,E,10
1,iNat,75231804,5,15.75422,-96.1371,E,10
1,iNat,9070997,5,15.75419,-96.1325,E,10
1,iNat,47942478,5,15.75416,-96.1437,E,10
1,iNat,19234628,5,15.75402,-96.1342,E,10
1,iNat,53623774,5,15.75393,-96.1322,E,10
1,iNat,37225459,5,15.75392,-96.1322,E,10
1,iNat,19340668,5,15.75382,-96.4608,E,10
1,iNat,38107712,5,15.75378,-96.1334,E,10
1,iNat,5257843,5,15.75322,-96.1337,E,10
1,iNat,37885130,5,15.75314,-96.1335,E,10
1,iNat,45876626,5,15.75307,-96.1337,E,10
1,iNat,2188658,5,15.75287,-96.1347,E,10
1,iNat,12473594,5,15.75252,-96.1311,E,10
1,iNat,52059341,5,15.752,-96.1353,E,10
1,iNat,6733787,5,15.75029,-96.1619,E,10
1,iNat,6733819,5,15.75029,-96.1619,E,10
1,iNat,6733866,5,15.75029,-96.1619,E,10
1,iNat,6733901,5,15.75029,-96.1619,E,10
1,iNat,6733906,5,15.75029,-96.1619,E,10
1,iNat,15060346,5,15.75028,-96.1378,E,10
1,iNat,52059348,5,15.75009,-96.1357,E,10
1,iNat,69901398,5,15.749,-96.1903,E,10
1,iNat,34966274,5,15.7477,-96.1549,E,10
1,iNat,4975399,5,15.746,-96.1771,E,10
1,iNat,1485840,5,15.74567,-96.1568,E,10
1,iNat,6670494,5,15.74566,-96.4312,E,10
1,iNat,22182811,5,15.74536,-96.1295,E,10
1,iNat,9027864,5,15.7441,-96.1348,E,10
1,iNat,9263483,5,15.74369,-96.1291,E,10
1,iNat,24630749,5,15.74361,-96.1293,E,10
1,iNat,84172467,5,15.74359,-96.1291,E,10
1,iNat,64548855,5,15.74317,-96.1289,E,10
1,iNat,4844223,5,15.74307,-96.1494,E,10
1,iNat,87223490,5,15.74196,-96.1291,E,10
0,WFVZ,15357,5,15.7408503,-92.2851602,E,10
1,iNat,75740371,5,15.74024,-96.1274,E,10
1,iNat,70460280,5,15.73992,-96.1485,E,10
1,iNat,70452075,5,15.73895,-96.132,E,10
1,iNat,70452077,5,15.73895,-96.132,E,10
1,iNat,70452078,5,15.73895,-96.132,E,10
1,iNat,75500779,5,15.7388,-96.1467,E,10
1,iNat,63853386,5,15.73863,-96.1281,E,10
1,iNat,80042918,5,15.73858,-96.1466,E,10
1,iNat,69421192,5,15.73817,-96.1284,E,10
1,iNat,75452301,5,15.7381,-96.146,E,10
1,iNat,106475546,5,15.73809,-96.1286,E,10
1,iNat,72456742,5,15.73804,-96.1441,E,10
1,iNat,104648854,5,15.73748,-96.1813,E,10
1,iNat,104648860,5,15.73748,-96.1813,E,10
1,iNat,104649144,5,15.73748,-96.1813,E,10
1,iNat,104649149,5,15.73748,-96.1813,E,10
1,iNat,104651056,5,15.73748,-96.1813,E,10
1,iNat,104661654,5,15.73748,-96.1813,E,10
1,iNat,104661664,5,15.73748,-96.1813,E,10
1,iNat,89946865,5,15.73484,-96.1588,E,10
1,iNat,73356915,5,15.73466,-96.159,E,10
1,iNat,73356916,5,15.73466,-96.159,E,10
1,iNat,19181522,5,15.73462,-96.1642,E,10
1,iNat,6743309,5,15.73443,-96.1593,E,10
0,WFVZ,75,5,15.7341771,-96.1502413,E,10
1,iNat,69293200,5,15.73391,-96.1532,E,10
1,iNat,3454585,5,15.73364,-96.1522,E,10
1,iNat,26939462,5,15.73331,-96.1583,E,10
1,iNat,7031527,5,15.7333,-96.1586,E,10
1,iNat,21429693,5,15.73327,-96.1584,E,10
1,iNat,32143992,5,15.73324,-96.1516,E,10
1,iNat,11331180,5,15.73313,-96.1584,E,10
1,iNat,38073785,5,15.73273,-96.158,E,10
1,iNat,9071008,5,15.73268,-96.1524,E,10
1,iNat,82928617,5,15.73236,-96.1565,E,10
1,iNat,9071013,5,15.73155,-96.1525,E,10
1,iNat,68651176,5,15.73152,-96.1585,E,10
1,iNat,68651180,5,15.73151,-96.1581,E,10
1,iNat,86319730,5,15.73141,-96.1589,E,10
1,iNat,22358137,5,15.73108,-96.1579,E,10
1,iNat,22358139,5,15.73108,-96.1579,E,10
1,iNat,34138497,5,15.7306,-96.4542,E,10
1,iNat,5078214,5,15.73047,-96.1555,E,10
1,iNat,1232036,5,15.7298,-96.1845,E,10
1,iNat,1292609,5,15.7298,-96.1845,E,10
1,iNat,1292676,5,15.7298,-96.1845,E,10
1,iNat,1431202,5,15.7298,-96.1845,E,10
1,iNat,1619807,5,15.7298,-96.1845,E,10
1,iNat,5514193,5,15.7298,-96.1845,E,10
1,iNat,5514217,5,15.7298,-96.1845,E,10
1,iNat,6370987,5,15.7298,-96.1845,E,10
1,iNat,63913938,5,15.7298,-96.1845,E,10
1,iNat,73524214,5,15.72615,-96.1675,E,10
1,iNat,62786703,5,15.72567,-96.5763,E,10
1,iNat,44391208,5,15.72556,-96.1614,E,10
1,iNat,1817670,5,15.70238,-96.2203,E,10
1,iNat,74585596,5,15.69663,-93.1996,E,10
1,iNat,69232858,5,15.69164,-96.5458,E,10
1,iNat,20161354,5,15.6858,-96.3073,E,10
1,iNat,16460443,5,15.67464,-96.479,E,10
1,iNat,92905531,5,15.66624,-96.5466,E,10
1,iNat,72278570,5,15.66562,-96.5482,E,10
1,iNat,102582864,5,15.6655,-96.497,E,10
1,iNat,1161095,5,15.66466,-96.5245,E,10
1,iNat,67531415,5,15.66433,-96.5557,E,10
0,LACM,19161,5,15.6641804,-96.4902483,E,10
1,iNat,36470246,5,15.66341,-96.5574,E,10
1,iNat,56671044,5,15.66332,-96.5256,E,10
1,iNat,32129420,5,15.66046,-96.5017,E,10
1,iNat,104235609,5,15.56607,-93.1967,E,10
1,iNat,1896922,5,15.52151,-92.8896,E,10
0,DMNH,53488,5,15.4425,-92.8936111,E,10
0,DMNH,53489,5,15.4425,-92.8936111,E,10
0,MVZ,MVZ:Bird:122312,5,15.44166667,-92.89166667,E,10
0,MVZ,MVZ:Bird:122313,5,15.44166667,-92.89166667,E,10
1,iNat,41337095,5,15.36326,-92.9337,E,10
0,WFVZ,15358,5,15.36281,-92.6548877,E,10
1,iNat,19864175,5,15.31563,-92.8913,E,10
1,iNat,67651721,5,15.31283,-92.8789,E,10
1,iNat,69719632,5,15.31113,-92.8805,E,10
1,iNat,24123317,5,15.30068,-92.9783,E,10
1,iNat,59275910,5,15.29762,-92.978,E,10
1,iNat,5204470,5,15.28429,-92.9579,E,10
1,iNat,5616383,5,15.23392,-92.5815,E,10
1,iNat,5440857,5,15.2277,-92.5939,E,10
1,iNat,17186880,5,15.22298,-92.6873,E,10
1,iNat,17192942,4,15.18945,-92.8858,E,10
1,iNat,16314809,5,15.17322,-92.3293,E,10
1,iNat,8209001,5,15.1713,-92.329,E,10
1,iNat,66642375,5,15.15133,-92.4794,E,10
1,iNat,4992553,5,15.12676,-92.302,E,10
1,iNat,5537270,5,15.12634,-92.3006,E,10
1,iNat,22177010,5,15.10264,-92.1828,E,10
1,iNat,38250357,5,15.10158,-92.1822,E,10
1,iNat,67636153,5,15.10117,-92.5923,E,10
1,iNat,67636154,5,15.10117,-92.5923,E,10
1,iNat,38250372,5,15.09429,-92.1882,E,10
1,iNat,22177328,5,15.09311,-92.181,E,10
1,iNat,1924628,5,15.09256,-92.1808,E,10
1,iNat,67643401,5,15.06975,-92.0777,E,10
1,iNat,1975539,5,15.06878,-92.7555,E,10
1,iNat,21683378,5,15.04389,-92.7189,E,10
1,iNat,84966668,5,15.03464,-92.3975,E,10
1,iNat,53717873,5,14.99582,-92.1671,E,10
0,MLZ,36934,5,14.99279,-92.1664,E,10
0,MLZ,36935,3,14.99279,-92.1664,E,10
0,MLZ,36936,5,14.99279,-92.1664,E,10
0,MLZ,36937,5,14.99279,-92.1664,E,10
0,MLZ,36939,5,14.99279,-92.1664,E,10
0,MLZ,36940,5,14.99279,-92.1664,E,10
0,MLZ,36944,5,14.99279,-92.1664,E,10
0,MLZ,36963,4,14.99279,-92.1664,E,10
0,MLZ,36964,5,14.99279,-92.1664,E,10
0,MLZ,37619,5,14.99279,-92.1664,E,10
1,iNat,67071877,5,14.95889,-92.1962,E,10
1,iNat,69630462,5,14.93414,-92.1986,E,10
1,iNat,89435229,3,14.92864,-92.4049,E,10
1,iNat,37513358,5,14.928,-92.188,E,10
1,iNat,61625330,5,14.92303,-92.1817,E,10
1,iNat,65755086,5,14.92037,-92.3767,E,10
1,iNat,7689834,5,14.91989,-92.3808,E,10
1,iNat,57159821,5,14.91947,-92.2724,E,10
1,iNat,65588574,5,14.88924,-92.2784,E,10
